hour_index,zone,occupancy_mean,energy_kwh,charging_hours,price_mean,revenue,saturation_count,capacity,area,utilization,occupancy_density,revenue_per_kwh,is_saturated_hour,util_band,timestamp,hour,dayofweek,is_weekend,date,hour_sin,hour_cos,dow_sin,dow_cos,CBD,dynamic_pricing,fast_count,slow_count,util_lag1,energy_lag1,util_lag2,energy_lag2,util_lag3,energy_lag3,util_lag24,energy_lag24,util_lag168,energy_lag168,util_roll3_mean,util_roll3_std,util_roll24_mean,has_full_lags
23,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-19 23:00:00,23,6,True,2022-06-19,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.4388888888888889,62.19013889,,,,,0.39074074074074067,0.04169751944147288,,False
24,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 00:00:00,0,0,False,2022-06-20,0.0,1.0,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.4,50.983333333000004,,,0.36666666666666664,0.0,0.40844907407407405,False
25,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 01:00:00,1,0,False,2022-06-20,0.25881904510252074,0.9659258262890683,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.4,52.5,,,0.36666666666666664,0.0,0.40706018518518516,False
26,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 02:00:00,2,0,False,2022-06-20,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.4,52.5,,,0.36666666666666664,0.0,0.4056712962962963,False
27,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 03:00:00,3,0,False,2022-06-20,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.4,52.5,,,0.36666666666666664,0.0,0.40428240740740745,False
28,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 04:00:00,4,0,False,2022-06-20,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.4,52.5,,,0.36666666666666664,0.0,0.4028935185185185,False
29,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 05:00:00,5,0,False,2022-06-20,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.38333333333333336,49.194444446000006,,,0.36666666666666664,0.0,0.40150462962962963,False
30,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 06:00:00,6,0,False,2022-06-20,1.0,6.123233995736766e-17,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,45.500000004,,,0.36666666666666664,0.0,0.40081018518518524,False
31,102,11.75,54.271388889,8.69888889,1.035,56.17088750011499,0.0,30.0,0.71,0.39166666666666666,16.549295774647888,1.035,False,shoulder,2022-06-20 07:00:00,7,0,False,2022-06-20,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,45.500000004,,,0.36666666666666664,0.0,0.40081018518518513,False
32,102,16.166666666666668,80.74888888800001,13.035555554999998,1.035,83.57509999908001,0.0,30.0,0.71,0.538888888888889,22.769953051643196,1.035,False,shoulder,2022-06-20 08:00:00,8,0,False,2022-06-20,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,3,27,0.39166666666666666,54.271388889,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.35,42.186666667,,,0.375,0.014433756729740349,0.40185185185185185,False
33,102,20.25,109.886388888,17.198055556,1.1229999999999998,123.40241472122402,0.0,30.0,0.71,0.675,28.52112676056338,1.1230000000000002,False,shoulder,2022-06-20 09:00:00,9,0,False,2022-06-20,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,3,27,0.538888888888889,80.74888888800001,0.39166666666666666,54.271388889,0.36666666666666664,48.99999999599999,0.3333333333333333,38.499999996,,,0.4324074074074074,0.09305901043890547,0.40972222222222227,False
34,102,18.666666666666668,99.543888889,15.720555556,1.1229999999999998,111.78778722234702,0.0,30.0,0.71,0.6222222222222222,26.291079812206576,1.1230000000000002,False,shoulder,2022-06-20 10:00:00,10,0,False,2022-06-20,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,3,27,0.675,109.886388888,0.538888888888889,80.74888888800001,0.39166666666666666,54.271388889,0.33611111111111114,38.898611107,,,0.5351851851851852,0.14170297283503996,0.42395833333333327,False
35,102,18.0,94.5,15.0,1.079,101.96550000000002,0.0,30.0,0.71,0.6,25.35211267605634,1.0790000000000002,False,shoulder,2022-06-20 11:00:00,11,0,False,2022-06-20,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,3,27,0.6222222222222222,99.543888889,0.675,109.886388888,0.538888888888889,80.74888888800001,0.40555555555555556,53.110555555,,,0.612037037037037,0.06862479245810288,0.4358796296296297,False
36,102,18.0,94.5,15.0,1.035,97.80750000000002,0.0,30.0,0.71,0.6,25.35211267605634,1.0350000000000001,False,shoulder,2022-06-20 12:00:00,12,0,False,2022-06-20,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,3,27,0.6,94.5,0.6222222222222222,99.543888889,0.675,109.886388888,0.4666666666666667,66.500000004,,,0.6324074074074074,0.03852341493095326,0.44398148148148153,False
37,102,16.583333333333332,84.945,13.635000000000002,1.035,87.91807499999999,0.0,30.0,0.71,0.5527777777777777,23.356807511737088,1.035,False,shoulder,2022-06-20 13:00:00,13,0,False,2022-06-20,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,3,27,0.6,94.5,0.6,94.5,0.6222222222222222,99.543888889,0.4388888888888889,61.230555554999995,,,0.6074074074074075,0.012830005981991495,0.44953703703703707,False
38,102,15.0,73.686666667,12.026666667,1.1229999999999998,82.75012666704102,0.0,30.0,0.71,0.5,21.126760563380284,1.1230000000000002,False,shoulder,2022-06-20 14:00:00,14,0,False,2022-06-20,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,3,27,0.5527777777777777,84.945,0.6,94.5,0.6,94.5,0.39166666666666666,54.253888891,,,0.5842592592592593,0.02726376271173216,0.4542824074074074,False
39,102,15.0,73.5,12.0,1.1229999999999998,82.54050000000001,0.0,30.0,0.71,0.5,21.126760563380284,1.1230000000000002,False,shoulder,2022-06-20 15:00:00,15,0,False,2022-06-20,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,3,27,0.5,73.686666667,0.5527777777777777,84.945,0.6,94.5,0.4666666666666667,66.042083331,,,0.5509259259259259,0.050025713552740915,0.4587962962962963,False
40,102,14.25,68.434722225,11.276388891999998,1.079,73.926193058499,0.0,30.0,0.71,0.475,20.070422535211268,1.0802439266932964,False,shoulder,2022-06-20 16:00:00,16,0,False,2022-06-20,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,3,27,0.5,73.5,0.5,73.686666667,0.5527777777777777,84.945,0.4666666666666667,66.696388893,,,0.5175925925925926,0.030471264207229815,0.4601851851851852,False
41,102,14.0,66.500000004,11.000000003999999,1.035,68.82750000414,0.0,30.0,0.71,0.4666666666666667,19.71830985915493,1.0350000000000001,False,shoulder,2022-06-20 17:00:00,17,0,False,2022-06-20,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,3,27,0.475,68.434722225,0.5,73.5,0.5,73.686666667,0.4666666666666667,66.500000004,,,0.4916666666666667,0.014433756729739636,0.46053240740740736,False
42,102,11.25,49.4725,8.331111112,1.035,51.20403749999999,0.0,30.0,0.71,0.375,15.845070422535212,1.035,False,shoulder,2022-06-20 18:00:00,18,0,False,2022-06-20,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,3,27,0.4666666666666667,66.500000004,0.475,68.434722225,0.5,73.5,0.5194444444444445,77.200277776,,,0.4805555555555556,0.017347216662216846,0.46053240740740736,False
43,102,10.0,42.188611111,7.0269444409999995,1.1229999999999998,47.377810277653005,0.0,30.0,0.71,0.3333333333333333,14.084507042253522,1.123,False,shoulder,2022-06-20 19:00:00,19,0,False,2022-06-20,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,0,3,27,0.375,49.4725,0.4666666666666667,66.500000004,0.475,68.434722225,0.5055555555555555,74.85722222199999,,,0.43888888888888894,0.055486067653994574,0.4545138888888889,False
44,102,10.833333333333334,47.648611108,7.806944447000001,1.1229999999999998,53.50939027428399,0.0,30.0,0.71,0.3611111111111111,15.258215962441316,1.1229999999999998,False,shoulder,2022-06-20 20:00:00,20,0,False,2022-06-20,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,3,27,0.3333333333333333,42.188611111,0.375,49.4725,0.4666666666666667,66.500000004,0.4388888888888889,62.19013889,,,0.39166666666666666,0.06821127309893675,0.44733796296296297,False
45,102,11.0,48.99999999599999,8.000000004,1.035,50.714999995859976,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,1.0349999999999997,False,shoulder,2022-06-20 21:00:00,21,0,False,2022-06-20,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,3,27,0.3611111111111111,47.648611108,0.3333333333333333,42.188611111,0.375,49.4725,0.36666666666666664,48.99999999599999,,,0.35648148148148157,0.021215628217386918,0.4440972222222222,False
46,102,11.0,48.99999999599999,8.000000004,1.035,50.714999995859976,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,1.0349999999999997,False,shoulder,2022-06-20 22:00:00,22,0,False,2022-06-20,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.3611111111111111,47.648611108,0.3333333333333333,42.188611111,0.36666666666666664,48.99999999599999,,,0.3537037037037037,0.017858612520355827,0.4440972222222222,False
47,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-20 23:00:00,23,0,False,2022-06-20,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.3611111111111111,47.648611108,0.36666666666666664,48.99999999599999,,,0.36481481481481487,0.0032075014954898173,0.4440972222222222,False
48,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 00:00:00,0,1,False,2022-06-21,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.4440972222222222,False
49,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 01:00:00,1,1,False,2022-06-21,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.4440972222222222,False
50,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 02:00:00,2,1,False,2022-06-21,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.4440972222222222,False
51,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 03:00:00,3,1,False,2022-06-21,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.44409722222222214,False
52,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 04:00:00,4,1,False,2022-06-21,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.4440972222222222,False
53,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 05:00:00,5,1,False,2022-06-21,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.4440972222222222,False
54,102,11.0,48.99999999599999,8.000000004,0.9239999999999999,45.27599999630399,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,0.9239999999999999,False,shoulder,2022-06-21 06:00:00,6,1,False,2022-06-21,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,,,0.36666666666666664,0.0,0.4440972222222222,False
55,102,10.0,43.936666668,7.0269444409999995,1.035,45.474450001380006,0.0,30.0,0.71,0.3333333333333333,14.084507042253522,1.0350000000000001,False,shoulder,2022-06-21 07:00:00,7,1,False,2022-06-21,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.39166666666666666,54.271388889,,,0.36666666666666664,0.0,0.4440972222222222,False
56,102,10.583333333333334,45.898611108999994,7.556944445000001,1.035,47.50506249781498,0.0,30.0,0.71,0.3527777777777778,14.906103286384978,1.0349999999999997,False,shoulder,2022-06-21 08:00:00,8,1,False,2022-06-21,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,3,27,0.3333333333333333,43.936666668,0.36666666666666664,48.99999999599999,0.36666666666666664,48.99999999599999,0.538888888888889,80.74888888800001,,,0.35555555555555557,0.019245008972986154,0.44166666666666665,False
57,102,11.0,51.532638888,8.000000004,1.1229999999999998,57.871153471224005,0.0,30.0,0.71,0.36666666666666664,15.492957746478874,1.123,False,shoulder,2022-06-21 09:00:00,9,1,False,2022-06-21,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0,0,3,27,0.3527777777777778,45.898611108999994,0.3333333333333333,43.936666668,0.36666666666666664,48.99999999599999,0.675,109.886388888,,,0.3509259259259259,0.016743649370392057,0.433912037037037,False
58,102,10.583333333333334,42.952777776,6.636111111,1.1229999999999998,48.235969442447995,0.0,30.0,0.71,0.3527777777777778,14.906103286384978,1.123,False,shoulder,2022-06-21 10:00:00,10,1,False,2022-06-21,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,3,27,0.36666666666666664,51.532638888,0.3527777777777778,45.898611108999994,0.3333333333333333,43.936666668,0.6222222222222222,99.543888889,,,0.3509259259259259,0.016743649370392057,0.42106481481481484,False
59,102,9.083333333333334,38.898611107,6.056944444,1.079,41.954062495569005,0.0,30.0,0.71,0.3027777777777778,12.79342723004695,1.0785491127218976,False,shoulder,2022-06-21 11:00:00,11,1,False,2022-06-21,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0,0,3,27,0.3527777777777778,42.952777776,0.36666666666666664,51.532638888,0.3527777777777778,45.898611108999994,0.6,94.5,,,0.35740740740740745,0.008018753738741476,0.409837962962963,False
